관측소명:대한해협
위도:34.919
경도:129.12125
관측시간	표층유속(cm/s)	표층유향(16points)	표층유향(deg)	수온(℃)	유의파고(MOSE.HF)(m)	유의파주기(MOSE.HF)(sec)	최대파고(MOSE.HF)(m)	최대파주기(MOSE.HF)(sec)	파향(16points)	파향(deg)	풍속(m/s)	풍향(16points)	풍향(deg)	기온(℃)	기압(hPa)	
2024/07/17 10:00:00	111.5	북동	44	22.60	0.44	3.7	0.77	3.5	남	188.00	6.5	남남서	195	23.7	1013.0	
2024/07/17 10:30:00	111.5	북동	52	22.68	0.41	3.6	0.62	3.5	남남서	213.00	6.4	남서	220	23.7	1013.3	
2024/07/17 11:00:00	95.7	북동	50	22.83	0.42	3.7	0.69	4.5	남서	214.00	5.9	남서	219	23.5	1013.2	
2024/07/17 11:30:00	93.3	북동	53	22.83	0.47	3.5	0.85	4.5	북동	45.00	6.1	남남서	212	23.7	1013.2	
2024/07/17 12:00:00	90.9	동북동	59	22.79	0.53	3.5	0.82	3.5	북북동	24.00	6.3	남서	216	23.8	1013.2	
2024/07/17 12:30:00	83.3	동북동	66	22.57	0.54	3.3	0.88	3.0	북북동	24.00	7.5	남남서	209	24.1	1013.1	
2024/07/17 13:00:00	71.1	동북동	75	22.52	0.50	3.6	0.91	3.5	북북동	26.00	7.0	남서	215	23.9	1013.0	
2024/07/17 13:30:00	60.3	동북동	71	22.92	0.46	3.8	0.92	3.5	남남서	203.00	6.2	남서	220	23.7	1013.0	
2024/07/17 14:00:00	59.0	동북동	77	22.95	0.47	3.9	0.84	3.5	남남서	208.00	5.2	남서	218	23.7	1013.1	
2024/07/17 14:30:00	56.3	동	82	23.07	0.44	3.9	0.68	4.0	남남서	195.00	4.7	남남서	210	23.8	1012.8	
2024/07/17 15:00:00	56.0	동	89	23.09	0.40	3.9	0.65	4.0	남	185.00	5.6	남남서	211	24.0	1012.6	
2024/07/17 15:30:00	44.4	동	96	23.35	0.44	3.7	0.69	4.0	남	175.00	5.0	남서	218	24.1	1012.4	
2024/07/17 16:00:00	38.6	동	100	23.22	0.43	3.8	0.78	3.5	남	183.00	5.3	남서	215	24.4	1012.0	
2024/07/17 16:30:00	38.0	동	90	22.95	0.44	4.0	0.74	4.5	남남서	203.00	5.7	남남서	212	24.4	1011.7	
2024/07/17 17:00:00	35.6	동	86	22.80	0.44	3.8	0.72	4.0	남서	215.00	5.1	남남서	213	24.0	1011.6	
2024/07/17 17:30:00	36.2	동	85	22.74	0.45	3.9	0.71	4.5	남남서	200.00	4.8	남서	219	23.7	1011.4	
2024/07/17 18:00:00	38.2	동북동	78	22.61	0.48	4.4	0.77	4.0	남남서	209.00	4.0	남남서	213	23.7	1011.4	
2024/07/17 18:30:00	49.2	동	84	22.78	0.45	4.1	0.89	5.0	남남서	201.00	4.8	남남서	213	23.6	1011.3	
2024/07/17 19:00:00	43.1	동북동	78	22.76	0.49	4.1	0.74	3.5	남남서	205.00	5.3	남남서	209	23.7	1011.3	
2024/07/17 19:30:00	53.3	동	84	22.59	0.46	4.0	0.80	4.0	남남서	206.00	4.6	남서	223	23.7	1011.4	
2024/07/17 20:00:00	51.5	동	87	22.73	0.51	3.9	0.93	4.5	남남서	206.00	3.8	남남서	203	23.6	1011.7	
2024/07/17 20:30:00	52.5	동	92	22.89	0.56	4.0	0.91	4.0	남남서	197.00	3.7	남남서	210	23.5	1011.7	
2024/07/17 21:00:00	58.9	동	83	22.77	0.60	3.9	1.03	4.0	남남서	209.00	3.8	남서	214	23.6	1011.7	
2024/07/17 21:30:00	54.3	동북동	75	22.85	0.63	4.0	0.95	3.5	남남서	194.00	4.4	남서	215	23.8	1011.7	
2024/07/17 22:00:00	53.7	동	79	22.80	0.58	3.9	1.17	4.0	남서	221.00	3.4	남서	225	23.5	1011.7	
2024/07/17 22:30:00	51.8	동북동	76	22.70	0.64	4.0	1.02	3.5	남남서	211.00	3.4	서남서	245	23.4	1011.6	
2024/07/17 23:00:00	39.6	동북동	78	22.66	0.63	4.0	0.99	4.0	남서	214.00	2.9	서남서	254	23.4	1011.5	
2024/07/17 23:30:00	35.4	동북동	65	22.71	0.62	4.2	0.96	4.0	남남서	211.00	2.2	서남서	249	23.4	1011.2	
2024/07/18 00:00:00	33.3	동북동	67	22.76	0.59	4.1	1.00	3.5	남남서	210.00	2.8	남서	223	23.5	1010.9	
2024/07/18 00:30:00	23.8	동북동	60	22.81	0.66	3.8	0.98	4.5	남남서	206.00	4.3	남남서	209	23.7	1010.7	
2024/07/18 01:00:00	22.1	동북동	63	22.85	0.62	3.9	1.00	4.5	남남서	209.00	5.1	남남서	205	23.9	1010.7	
2024/07/18 01:30:00	28.8	북동	41	22.78	0.62	3.8	0.96	4.0	남남서	205.00	5.8	남남서	200	24.0	1010.5	
2024/07/18 02:00:00	37.9	동북동	60	22.84	0.60	3.8	1.08	4.0	남	191.00	5.7	남	191	24.0	1010.2	
2024/07/18 02:30:00	51.3	북동	44	23.11	0.61	4.0	1.06	4.5	남남서	205.00	6.2	남	188	24.1	1009.9	
2024/07/18 03:00:00	70.5	북동	49	23.20	0.59	3.7	0.98	4.0	남남서	204.00	6.3	남	189	24.1	1009.6	
2024/07/18 03:30:00	86.4	북동	49	22.95	0.64	3.8	1.20	4.0	남남서	196.00	6.7	남	190	24.1	1009.5	
2024/07/18 04:00:00	80.7	북동	48	22.86	0.61	3.6	1.02	4.0	남남서	206.00	7.5	남	189	24.1	1009.3	
2024/07/18 04:30:00	85.0	북동	50	22.93	0.64	3.8	1.04	3.0	남남서	197.00	6.6	남남서	192	24.0	1009.2	
2024/07/18 05:00:00	94.7	북동	50	22.92	0.66	4.0	1.15	5.0	남남서	203.00	7.4	남남서	192	24.0	1009.1	
2024/07/18 05:30:00	94.4	동북동	57	22.81	0.68	3.7	1.17	4.0	남남서	211.00	7.9	남남서	192	24.2	1008.9	
2024/07/18 06:00:00	102.8	동북동	63	22.76	0.71	3.7	1.22	3.0	남남서	205.00	7.2	남남서	192	24.2	1009.0	
2024/07/18 06:30:00	97.5	북동	56	22.75	0.68	3.8	1.15	3.0	남남서	200.00	6.7	남남서	195	24.0	1009.0	
2024/07/18 07:00:00	96.6	동북동	59	22.69	0.64	3.6	1.02	3.5	남남서	210.00	6.8	남	189	24.0	1009.0	
2024/07/18 07:30:00	107.2	동북동	62	22.73	0.66	3.8	1.12	3.5	북북동	14.00	7.3	남	190	24.1	1008.9	
2024/07/18 08:00:00	97.9	동북동	59	22.77	0.67	3.8	1.23	4.0	남남서	198.00	7.4	남	190	24.4	1009.0	
2024/07/18 08:30:00	99.8	동북동	61	22.77	0.70	3.8	1.18	4.5	남남서	195.00	7.9	남	187	24.4	1009.0	
2024/07/18 09:00:00	97.8	동북동	61	22.78	0.69	4.0	1.05	4.0	남남서	210.00	7.4	남	186	24.5	1008.9	
2024/07/18 09:30:00	96.9	동북동	61	22.81	0.67	3.9	1.17	3.5	남남서	204.00	8.1	남	185	24.6	1008.7	
2024/07/18 10:00:00	90.1	동북동	61	22.85	0.73	3.6	1.18	3.5	동북동	60.00	7.9	남	185	24.5	1008.4	
2024/07/18 10:30:00	89.8	동북동	64	22.89	0.75	3.9	1.06	5.0	남남서	192.00	8.7	남	184	24.8	1008.1	
2024/07/18 11:00:00	77.3	동북동	67	22.74	0.80	3.9	1.59	4.0	남	188.00	8.8	남	186	24.8	1008.2	
2024/07/18 11:30:00	71.9	동북동	67	22.81	0.82	3.8	1.30	4.5	남남서	203.00	8.1	남	190	24.7	1008.3	
2024/07/18 12:00:00	67.9	동북동	66	22.74	0.81	4.1	1.31	4.0	남남서	199.00	8.2	남	190	24.7	1008.0	
2024/07/18 12:30:00	50.0	동북동	75	22.66	0.81	4.0	1.23	4.5	남	190.00	8.9	남	190	24.8	1007.5	
2024/07/18 13:00:00	46.6	동북동	76	22.65	0.89	4.2	1.58	5.0	남	190.00	8.8	남남서	193	24.9	1007.3	
2024/07/18 13:30:00	38.8	동	84	22.52	0.94	4.2	1.84	4.0	남	190.00	8.5	남남서	205	25.0	1007.2	
2024/07/18 14:00:00	31.1	동북동	65	22.41	1.01	4.2	1.55	4.0	남	187.00	9.5	남	189	25.0	1006.8	
2024/07/18 14:30:00	20.6	동북동	71	22.51	0.95	4.1	1.54	5.0	남남서	200.00	9.1	남	184	24.9	1006.4	
2024/07/18 15:00:00	30.1	동북동	67	22.48	1.06	4.2	1.56	4.5	남남서	192.00	9.7	남남서	193	25.0	1006.1	
2024/07/18 15:30:00	29.4	동북동	65	22.45	1.15	4.3	2.15	4.0	남	184.00	9.6	남남서	197	24.9	1006.1	
2024/07/18 16:00:00	26.5	동북동	71	22.40	1.11	4.3	1.97	4.0	남	186.00	10.2	남남서	196	24.9	1005.8	
2024/07/18 16:30:00	29.9	동북동	76	22.36	1.32	4.6	2.21	4.0	남	187.00	10.6	남남서	199	25.0	1005.8	
2024/07/18 17:00:00	35.6	동북동	58	22.34	1.27	4.5	2.02	4.0	남남서	206.00	10.7	남남서	199	24.8	1005.7	
2024/07/18 17:30:00	40.9	북동	55	22.34	1.37	4.5	2.43	4.5	남남서	192.00	9.5	남남서	201	24.8	1005.9	
2024/07/18 18:00:00	50.4	동북동	59	22.32	1.34	4.6	2.16	5.0	남남서	198.00	8.9	남남서	202	24.5	1006.2	
2024/07/18 18:30:00	56.5	동북동	62	22.38	1.37	4.7	2.47	4.5	남남서	203.00	8.6	남남서	203	24.4	1006.2	
2024/07/18 19:00:00	64.8	동북동	70	22.31	1.37	4.8	2.11	5.0	남남서	205.00	9.0	남남서	200	24.4	1006.3	
2024/07/18 19:30:00	68.5	동북동	66	22.27	1.41	5.0	2.49	5.5	남남서	195.00	8.6	남남서	203	24.4	1006.4	
2024/07/18 20:00:00	73.3	동북동	67	22.25	1.31	4.8	2.09	4.0	남남서	193.00	8.6	남남서	201	24.3	1006.6	
2024/07/18 20:30:00	77.4	동북동	68	22.17	1.52	5.1	2.79	5.0	남남서	200.00	8.7	남남서	203	24.2	1006.8	
2024/07/18 21:00:00	82.9	동북동	72	22.19	1.43	5.2	2.50	5.5	남남서	212.00	9.2	남남서	207	24.2	1007.1	
2024/07/18 21:30:00	80.4	동북동	73	22.20	1.37	5.1	1.93	6.0	남남서	208.00	7.6	남서	217	23.8	1007.6	
2024/07/18 22:00:00	89.8	동북동	67	22.10	1.46	5.2	2.48	5.5	남서	217.00	8.0	남남서	208	23.3	1007.4	
2024/07/18 22:30:00	82.1	동북동	63	22.09	1.20	5.0	2.32	5.0	남남서	206.00	7.4	남남서	205	23.2	1007.3	
2024/07/18 23:00:00	80.9	동북동	71	22.08	1.23	5.1	2.10	5.5	남남서	206.00	6.6	남남서	209	23.3	1007.5	
2024/07/18 23:30:00	70.1	동북동	70	21.98	1.29	5.1	2.14	5.0	남남서	198.00	7.2	남남서	209	23.5	1007.5	
2024/07/19 00:00:00	63.4	동북동	63	21.91	1.11	4.8	1.72	5.5	남남서	205.00	7.7	남남서	207	23.6	1007.3	
2024/07/19 00:30:00	57.2	동북동	62	21.86	1.10	4.9	1.82	5.0	남	191.00	7.3	남남서	201	23.2	1007.3	
2024/07/19 01:00:00	53.4	북동	56	21.87	1.16	5.1	1.69	6.0	남남서	201.00	7.3	남남서	205	23.0	1007.2	
2024/07/19 01:30:00	45.0	북동	52	21.86	1.00	5.0	1.97	5.5	남남서	209.00	6.8	남남서	209	22.7	1007.2	
2024/07/19 02:00:00	50.7	북동	56	21.83	1.06	5.3	1.86	6.0	남남서	194.00	6.9	남서	222	22.8	1007.2	
2024/07/19 02:30:00	33.7	북동	45	21.82	0.96	5.2	1.66	5.5	남남서	200.00	5.3	남서	217	22.9	1006.8	
2024/07/19 03:00:00	32.8	동북동	57	21.81	1.04	5.3	1.60	5.0	남남서	199.00	5.7	남서	225	22.7	1006.9	
2024/07/19 03:30:00	27.4	북동	53	21.77	0.98	5.3	1.77	5.5	남남서	197.00	5.5	남서	224	22.8	1006.7	
2024/07/19 04:00:00	21.3	북동	51	21.76	0.95	5.4	1.57	5.0	남서	214.00	5.7	남서	217	22.5	1006.7	
2024/07/19 04:30:00	22.0	북동	37	21.79	0.93	5.4	1.48	5.5	남남서	210.00	5.7	남서	223	22.4	1006.7	
2024/07/19 05:00:00	21.7	동북동	62	21.81	0.96	5.3	1.51	5.5	남남서	198.00	5.0	남서	223	22.3	1006.7	
2024/07/19 05:30:00	22.3	동북동	60	21.81	0.94	5.2	1.35	7.0	남남서	213.00	3.9	남서	219	22.3	1006.6	
2024/07/19 06:00:00	31.2	동북동	58	21.77	0.92	5.4	1.58	5.5	남남서	196.00	3.3	남서	216	22.3	1006.5	
2024/07/19 06:30:00	33.7	북동	47	21.82	0.97	5.6	1.54	5.5	남남서	210.00	4.1	남남서	209	22.4	1006.7	
2024/07/19 07:00:00	34.5	동북동	62	21.81	0.89	5.4	1.24	6.5	남남서	211.00	5.1	남서	217	22.3	1007.2	
2024/07/19 07:30:00	41.7	동북동	61	21.81	0.81	5.2	1.39	6.0	남남서	210.00	5.0	남서	216	22.3	1007.5	
2024/07/19 08:00:00	46.9	동북동	60	21.72	0.75	5.1	1.30	4.5	남남서	203.00	5.5	남남서	208	22.3	1007.7	
2024/07/19 08:30:00	48.0	북동	50	21.69	0.81	5.3	1.43	5.0	남남서	211.00	7.2	남서	217	22.7	1007.8	
2024/07/19 09:00:00	64.8	동북동	57	21.77	0.72	5.2	1.20	4.5	남서	214.00	6.7	남서	228	22.9	1008.0	
2024/07/19 09:30:00	70.6	북동	56	21.76	0.80	4.9	1.33	5.5	남	187.00	6.8	남서	225	23.1	1007.9	
2024/07/19 10:00:00	76.5	북동	54	21.87	0.75	5.0	1.06	5.5	남남서	203.00	6.7	남서	235	23.1	1007.5	
2024/07/19 10:30:00	71.0	북동	56	22.08	0.82	4.8	1.18	6.0	남남서	205.00	7.4	남서	220	23.2	1007.7	
2024/07/19 11:00:00	71.9	북동	52	22.17	0.86	4.8	1.37	6.0	남남서	204.00	8.0	남남서	212	23.0	1008.1	
2024/07/19 11:30:00	68.6	동북동	60	22.16	0.89	4.9	1.42	5.5	남남서	206.00	8.0	남서	215	23.2	1008.5	
2024/07/19 12:00:00	58.2	동북동	58	22.16	0.86	4.6	1.34	5.0	남남서	210.00	6.5	남남서	210	22.9	1007.9	
2024/07/19 12:30:00	52.8	동북동	57	22.13	0.92	5.2	1.38	5.0	남남서	208.00	6.8	남남서	211	22.7	1007.8	
2024/07/19 13:00:00	43.4	북동	47	22.15	0.87	4.8	1.34	6.5	남남서	203.00	5.0	남	176	22.7	1007.0	
2024/07/19 13:30:00	27.6	북동	56	22.10	0.92	4.9	1.44	5.5	남남서	199.00	9.0	남남서	206	22.4	1007.7	
2024/07/19 14:00:00	14.8	동	82	22.03	0.94	4.9	1.75	4.0	남남서	201.00	6.2	남남서	212	22.2	1007.4	
2024/07/19 14:30:00	9.1	북동	53	22.03	0.84	5.1	1.31	4.0	남남서	199.00	4.7	남서	216	22.4	1007.3	
2024/07/19 15:00:00	7.9	동	95	22.06	0.87	5.4	1.31	6.0	남남서	207.00	4.7	서남서	243	22.5	1007.2	
2024/07/19 15:30:00	8.0	동남동	104	22.13	0.89	5.0	1.39	5.0	남남서	197.00	3.8	남서	222	22.7	1007.5	
2024/07/19 16:00:00	15.5	동남동	103	22.13	0.81	5.3	1.32	5.0	남남서	210.00	5.7	남서	230	22.8	1007.7	
2024/07/19 16:30:00	9.0	남동	131	22.18	0.84	5.3	1.37	5.5	남남서	209.00	5.4	남서	231	23.0	1007.9	
2024/07/19 17:00:00	8.9	동남동	111	22.21	0.79	5.2	1.35	5.0	남남서	200.00	5.4	남서	223	23.1	1008.1	
2024/07/19 17:30:00	7.1	남동	144	22.12	0.78	5.4	1.11	6.0	남남서	205.00	4.8	남서	218	23.2	1007.9	
2024/07/19 18:00:00	13.5	동남동	115	22.15	0.77	5.5	1.41	5.0	남남서	210.00	5.0	남남서	213	23.3	1007.8	
2024/07/19 18:30:00	16.6	동남동	115	22.09	0.74	5.5	1.48	5.5	남서	214.00	3.5	남남서	212	23.4	1007.7	
2024/07/19 19:00:00	35.9	동남동	117	22.03	0.80	5.4	1.03	4.0	남남서	204.00	5.0	남남서	202	23.1	1007.4	
2024/07/19 19:30:00	40.0	남동	125	22.00	0.81	5.3	1.15	5.5	남남서	213.00	5.0	남남서	199	22.9	1007.6	
2024/07/19 20:00:00	37.8	동남동	112	21.88	0.82	5.7	1.56	6.0	남남서	211.00	4.7	남남서	210	22.9	1008.0	
2024/07/19 20:30:00	40.4	동	100	21.90	0.79	5.1	1.35	6.0	남서	226.00	4.6	남서	215	22.8	1008.2	
2024/07/19 21:00:00	44.1	동	96	21.85	0.76	5.5	1.18	6.5	남남서	213.00	5.4	남서	214	22.8	1008.7	
2024/07/19 21:30:00	42.1	동	84	21.85	0.81	5.5	1.26	6.5	남남서	207.00	5.7	남서	217	22.7	1008.9	
2024/07/19 22:00:00	49.0	동	82	21.76	0.80	5.3	1.25	5.5	남남서	206.00	5.7	남서	225	22.5	1009.1	
2024/07/19 22:30:00	51.0	동북동	74	21.63	0.86	5.7	1.55	6.0	남서	220.00	5.6	남서	221	22.4	1009.1	
2024/07/19 23:00:00	54.8	동	79	21.35	0.84	5.2	1.28	6.5	남남서	209.00	5.6	남남서	213	22.3	1009.3	
2024/07/19 23:30:00	55.0	동북동	73	21.53	0.86	5.5	1.30	6.0	남남서	207.00	6.2	남서	214	22.4	1009.5	
2024/07/20 00:00:00	54.3	동북동	65	21.37	0.86	5.5	1.27	5.0	남남서	199.00	5.2	남서	224	22.4	1009.7	
2024/07/20 00:30:00	45.6	동북동	69	21.31	0.93	5.5	1.55	5.0	남남서	204.00	5.0	서남서	244	22.4	1009.5	
2024/07/20 01:00:00	36.3	동북동	57	21.12	0.97	5.7	1.78	5.5	남남서	207.00	4.5	서남서	254	22.2	1009.3	
2024/07/20 01:30:00	39.3	북동	46	21.33	0.96	5.8	1.58	6.5	남남서	209.00	3.4	남서	234	22.2	1009.4	
2024/07/20 02:00:00	40.6	북북동	23	21.33	1.03	6.2	1.76	6.0	남남서	211.00	3.0	남서	232	22.3	1009.4	
2024/07/20 02:30:00	33.6	북북동	18	21.33	0.93	6.0	1.76	6.0	남남서	209.00	3.0	서남서	253	22.2	1009.5	
2024/07/20 03:00:00	47.7	북북동	28	21.47	0.82	5.9	1.33	6.0	남서	219.00	3.4	남서	227	22.3	1009.6	
2024/07/20 03:30:00	37.6	북북동	26	21.51	0.87	6.0	1.52	6.0	남남서	211.00	3.1	남서	219	22.3	1009.7	
2024/07/20 04:00:00	50.8	북북동	23	21.73	0.79	5.9	1.28	5.0	남남서	201.00	3.5	남남서	201	22.2	1009.5	
2024/07/20 04:30:00	62.0	북북동	23	22.02	0.85	6.2	1.20	7.0	남남서	210.00	2.8	남서	214	22.3	1009.6	
2024/07/20 05:00:00	64.0	북북동	29	22.19	0.72	5.9	1.04	5.0	남남서	212.00	2.9	남남서	208	22.4	1009.9	
2024/07/20 05:30:00	59.9	북동	37	22.22	0.74	5.8	1.13	6.0	남남서	211.00	3.1	남남서	195	22.5	1010.0	
2024/07/20 06:00:00	62.3	북동	49	22.07	0.72	5.9	1.30	6.5	남서	224.00	3.6	남남서	203	22.5	1010.1	
2024/07/20 06:30:00	63.6	북동	46	22.09	0.70	5.7	1.29	6.0	남서	226.00	3.6	남남서	210	22.5	1010.1	
2024/07/20 07:00:00	73.7	북동	46	22.23	0.72	5.7	1.18	6.5	남남서	208.00	4.1	남남서	212	22.8	1009.8	
2024/07/20 07:30:00	76.6	북동	44	22.22	0.69	5.8	1.27	5.5	남남서	207.00	4.6	남서	219	22.8	1009.7	
2024/07/20 08:00:00	81.8	북동	55	22.18	0.66	5.5	1.02	5.5	남남서	213.00	4.2	남서	224	22.6	1010.2	
2024/07/20 08:30:00	91.0	북동	55	22.22	0.69	5.7	1.12	4.5	남남서	199.00	4.4	남서	217	22.9	1010.6	
2024/07/20 09:00:00	91.4	북동	54	22.25	0.65	5.6	1.10	5.5	남남서	201.00	4.4	남남서	199	23.0	1010.9	
2024/07/20 09:30:00	83.6	북동	55	22.26	0.62	5.4	0.89	6.0	남	189.00	4.8	남남서	206	23.2	1011.1	
2024/07/20 10:00:00	87.2	동북동	57	22.18	0.69	5.9	1.13	5.0	남남서	201.00	5.4	남남서	207	23.6	1011.1	
2024/07/20 10:30:00	85.2	동북동	59	22.29	0.76	5.8	1.36	6.0	남남서	196.00	6.2	남남서	196	23.7	1011.0	
2024/07/20 11:00:00	84.9	동북동	62	22.22	0.75	6.0	1.20	6.0	남남서	207.00	6.6	남남서	208	23.7	1011.5	
2024/07/20 11:30:00	92.8	동북동	64	22.26	0.75	5.9	1.15	6.5	남남서	209.00	6.6	남남서	210	23.6	1011.8	
2024/07/20 12:00:00	85.7	동북동	71	22.38	0.75	5.1	1.25	5.5	남남서	207.00	7.8	남남서	212	23.8	1012.0	
2024/07/20 12:30:00	74.1	동북동	71	22.41	0.74	5.4	1.00	4.5	남남서	201.00	6.0	남남서	209	23.6	1012.1	
2024/07/20 13:00:00	64.4	동북동	74	22.59	0.74	5.4	1.25	6.0	남서	214.00	5.7	남남서	206	23.8	1011.9	
2024/07/20 13:30:00	55.6	동북동	78	22.63	0.90	6.2	1.51	5.5	남남서	210.00	5.1	남남서	203	24.1	1011.8	
2024/07/20 14:00:00	43.7	동	80	22.67	0.80	5.7	1.39	5.0	남남서	207.00	3.4	서	259	24.5	1011.7	
2024/07/20 14:30:00	28.3	동북동	74	22.81	0.82	6.1	1.33	6.5	남서	218.00	2.3	남서	217	24.6	1011.4	
2024/07/20 15:00:00	18.7	동	98	22.72	0.70	5.9	1.21	7.0	남서	216.00	3.9	남	185	24.4	1011.1	
2024/07/20 15:30:00	4.8	북동	50	22.29	0.71	6.2	1.20	7.0	남남서	213.00	4.9	남	182	24.5	1010.8	
2024/07/20 16:00:00	11.8	남동	137	22.45	0.62	6.3	1.02	6.5	남서	222.00	5.4	남	186	24.8	1010.5	
2024/07/20 16:30:00	8.1	남동	141	22.80	0.61	6.0	1.01	6.5	남남서	207.00	6.7	남남서	195	25.0	1010.2	
2024/07/20 17:00:00	11.2	남남동	152	22.72	0.58	6.1	0.88	7.5	남남서	209.00	6.0	남남서	201	24.9	1010.0	
2024/07/20 17:30:00	10.8	남남동	166	22.71	0.63	6.1	1.21	6.5	남남서	207.00	5.7	남남서	200	24.8	1009.7	
2024/07/20 18:00:00	4.4	북북동	26	22.71	0.64	5.9	0.95	6.0	남남서	213.00	6.1	남남서	198	24.9	1009.7	
2024/07/20 18:30:00	15.1	동	94	22.75	0.64	5.5	0.97	5.5	남서	217.00	6.6	남남서	199	25.0	1009.8	
2024/07/20 19:00:00	12.9	동	86	22.76	0.70	4.8	1.16	6.0	남서	222.00	6.1	남남서	205	24.7	1009.8	
2024/07/20 19:30:00	25.0	동	79	22.82	0.72	4.5	1.01	6.5	남서	217.00	5.3	남남서	206	24.4	1009.8	
2024/07/20 20:00:00	34.4	동	86	22.65	0.73	4.7	1.30	4.5	남남서	208.00	5.4	남남서	206	24.5	1009.9	
2024/07/20 20:30:00	40.3	동	101	22.71	0.74	4.1	1.17	3.5	남	184.00	4.6	남서	226	24.3	1010.2	
2024/07/20 21:00:00	53.8	동	84	22.68	0.80	4.5	1.18	3.5	남남서	200.00	5.2	남서	220	24.1	1010.3	
2024/07/20 21:30:00	66.4	동	81	22.57	0.83	4.5	1.27	3.5	남	176.00	6.4	남남서	212	24.5	1010.1	
2024/07/20 22:00:00	72.5	동	80	22.52	0.97	4.5	1.50	3.5	남남서	204.00	8.1	남남서	210	24.7	1010.1	
2024/07/20 22:30:00	63.9	동북동	68	22.43	0.97	4.0	1.62	3.5	남남서	200.00	5.8	남서	223	24.1	1010.4	
2024/07/20 23:00:00	79.3	북동	52	22.71	0.80	3.9	1.59	4.0	남남동	168.00	6.4	남서	221	23.9	1010.5	
2024/07/20 23:30:00	116.3	동북동	59	22.74	0.79	4.0	1.45	4.0	북동	39.00	8.6	남남서	208	24.6	1010.4	
2024/07/21 00:00:00	106.3	북동	55	22.66	0.71	3.9	1.07	3.5	남남서	211.00	9.1	남남서	208	24.6	1010.3	
2024/07/21 00:30:00	112.2	북동	54	22.75	0.79	3.9	1.30	3.5	남서	219.00	9.2	남남서	209	24.9	1010.3	
2024/07/21 01:00:00	109.0	북동	53	22.66	0.78	4.1	1.24	4.0	남서	223.00	8.4	남남서	208	24.6	1010.2	
2024/07/21 01:30:00	119.9	북동	54	22.80	0.75	3.9	1.32	4.0	남서	214.00	9.3	남남서	207	24.6	1009.9	
2024/07/21 02:00:00	104.8	북동	54	22.72	0.79	4.5	1.31	3.5	남서	231.00	9.1	남남서	211	24.6	1009.6	
2024/07/21 02:30:00	99.0	북동	52	22.80	0.77	3.9	1.31	5.0	남서	214.00	8.3	남남서	209	24.4	1009.3	
2024/07/21 03:00:00	95.1	북동	52	22.92	0.77	4.1	1.27	5.5	북동	41.00	8.1	남남서	213	24.4	1009.0	
2024/07/21 03:30:00	96.8	동북동	59	22.75	0.78	3.7	1.21	4.0	남서	225.00	9.1	남서	217	24.6	1008.9	
2024/07/21 04:00:00	84.4	동북동	58	22.63	0.76	4.1	1.19	4.0	남남서	198.00	7.2	남서	220	23.6	1009.0	
2024/07/21 04:30:00	74.7	동북동	68	22.53	0.80	4.3	1.26	6.0	남남서	193.00	6.4	남남서	213	23.3	1009.2	
2024/07/21 05:00:00	65.6	동북동	61	22.36	0.80	4.2	1.30	3.5	남서	220.00	6.0	남서	216	23.0	1009.6	
2024/07/21 05:30:00	64.9	동북동	68	22.35	0.88	4.4	1.44	3.5	남남서	205.00	6.7	남서	217	23.2	1009.7	
2024/07/21 06:00:00	58.2	동북동	68	22.26	0.88	4.2	1.51	5.5	남남서	196.00	8.9	남서	215	23.6	1009.9	
2024/07/21 06:30:00	65.5	동북동	66	22.13	0.90	4.1	1.67	5.5	남남서	199.00	9.4	남서	222	23.6	1010.2	
2024/07/21 07:00:00	53.9	동	79	21.92	0.98	4.2	1.54	3.0	남남서	199.00	6.3	서남서	255	22.9	1010.5	
2024/07/21 07:30:00	64.7	동	81	21.96	0.95	4.7	1.64	5.5	남남서	208.00	5.2	남서	215	22.6	1010.2	
2024/07/21 08:00:00	64.7	동	82	21.86	0.96	4.6	1.56	4.5	남남서	201.00	8.2	남서	216	22.6	1010.6	
2024/07/21 08:30:00	79.3	동	82	21.94	0.93	4.5	1.42	4.5	남	189.00	7.0	남서	221	22.6	1010.5	
2024/07/21 09:00:00	78.1	동	84	21.88	0.99	4.5	1.57	4.0	남남서	197.00	7.2	남서	215	23.2	1010.3	
2024/07/21 09:30:00	73.6	동북동	78	21.80	0.98	4.5	1.45	3.5	남남서	197.00	7.4	남남서	206	23.1	1010.3	
2024/07/21 10:00:00	76.5	동북동	72	21.82	0.91	4.4	1.92	4.5	남남서	209.00	7.6	남남서	208	23.2	1010.3	
2024/07/21 10:30:00	74.6	동북동	61	21.64	0.91	4.5	1.42	5.0	남남서	205.00	7.7	남서	214	23.3	1010.6	
2024/07/21 11:00:00	75.0	동북동	66	21.92	0.88	4.7	1.42	6.0	남남서	203.00	7.3	남서	221	23.1	1010.7	
2024/07/21 11:30:00	78.1	동북동	68	21.84	0.79	4.8	1.37	4.5	남서	220.00	6.7	남남서	211	23.1	1010.9	
2024/07/21 12:00:00	78.8	동북동	74	22.20	0.76	4.7	1.31	5.0	남	187.00	6.9	남남서	206	23.4	1010.9	
2024/07/21 12:30:00	75.2	동북동	68	22.57	0.72	4.4	1.19	6.5	남남서	210.00	7.2	남남서	200	23.7	1010.8	
